TeamId,TeamName,SubmissionDate,Score
1249811,"Mathurin Aché","2018-01-10 19:00:52",0.32786
1251498,"Bibin Paul","2018-01-11 10:38:01",0.32786
1251338,Jairomateo,"2018-01-11 10:40:02",0.00305
1252589,"Bojan Tunguz","2018-01-11 19:46:26",0.32786
1252528,CVxTz,"2018-01-11 22:33:45",0.00009
1252528,CVxTz,"2018-01-12 07:20:58",0.16605
1249620,"Rajeev Pratap Singh","2018-01-12 10:11:35",0.31993
1252190,"Nastika Vidwan","2018-01-12 15:31:01",0.11636
1252190,"Nastika Vidwan","2018-01-12 15:43:43",0.32786
1254582,"林湧森 (Dyson Lin)","2018-01-12 16:33:22",0.32786
1255423,"Lex Toumbourou","2018-01-13 05:08:22",0.32786
1249708,"Anderson Banihirwe","2018-01-13 07:46:50",0.02730
1252528,CVxTz,"2018-01-13 12:45:45",0.30217
1252190,"Nastika Vidwan","2018-01-13 14:50:51",0.39020
1252190,"Nastika Vidwan","2018-01-13 18:01:16",0.39555
1252190,"Nastika Vidwan","2018-01-13 21:22:19",0.42637
1257314,CristianP,"2018-01-14 01:02:06",0.08228
1257911,HavanAgrawal,"2018-01-14 07:07:47",0.32786
1257314,CristianP,"2018-01-14 08:28:43",0.15722
1253061,PolarBear,"2018-01-14 13:20:29",0.32786
1257471,asfd10,"2018-01-14 21:30:18",0.24657
1249620,"Rajeev Pratap Singh","2018-01-15 13:23:32",0.32485
1252190,"Nastika Vidwan","2018-01-15 14:28:57",0.42964
1252528,CVxTz,"2018-01-15 21:15:23",0.38369
1252528,CVxTz,"2018-01-15 21:44:17",0.38383
1252528,CVxTz,"2018-01-15 21:56:06",0.44548
1252528,CVxTz,"2018-01-16 07:03:28",0.46448
1249620,"Rajeev Pratap Singh","2018-01-16 13:25:47",0.32500
1252528,CVxTz,"2018-01-16 18:31:00",0.46603
1252528,CVxTz,"2018-01-16 18:39:15",0.46821
1260854,"Jesse A. Hamer","2018-01-17 04:02:23",0.10286
1253061,PolarBear,"2018-01-17 14:52:09",0.38369
1268079,"Kartik Godawat","2018-01-17 18:46:12",0.32786
1268079,"Kartik Godawat","2018-01-17 18:46:45",0.32916
1268079,"Kartik Godawat","2018-01-17 19:06:00",0.35972
1270200,"Deepak Singh Rawat","2018-01-17 20:32:48",0.38369
1271873,"Vikram Jha","2018-01-17 21:42:42",0.32786
1266919,KyoHeyyy,"2018-01-18 02:39:05",0.22479
1254582,"林湧森 (Dyson Lin)","2018-01-18 04:53:32",0.38369
1277557,"Sun Tzsu","2018-01-19 11:14:51",0.36366
1277557,"Sun Tzsu","2018-01-19 11:35:20",0.37069
1277708,3e-4,"2018-01-19 12:03:26",0.35657
1277708,3e-4,"2018-01-19 13:05:55",0.36802
1277887,"Manjeet Singh","2018-01-19 13:14:18",0.12646
1255423,"Lex Toumbourou","2018-01-21 07:01:14",0.39699
1282774,vinayviharilakamsani,"2018-01-21 12:17:52",0.32786
1255423,"Lex Toumbourou","2018-01-21 13:35:11",0.41155
1288294,JMHsi,"2018-01-24 06:56:48",0.07221
1253898,||||||||||||||||,"2018-01-24 09:34:50",0.00038
1253898,||||||||||||||||,"2018-01-24 09:39:43",0.32786
1253898,||||||||||||||||,"2018-01-24 09:41:43",0.38369
1261399,lbhpnöbhui,"2018-01-24 21:30:52",0.00266
1296213,Ryan,"2018-01-25 06:00:24",0.02730
1296213,Ryan,"2018-01-25 06:29:48",0.32786
1257983,brightness,"2018-01-26 08:06:31",0.30402
1300912,Nad13,"2018-01-26 17:41:31",0.13991
1300912,Nad13,"2018-01-26 17:45:02",0.26396
1298149,Seradja,"2018-01-26 23:06:47",0.32786
1291601,"Gabriel Preda","2018-01-27 10:28:39",0.12678
1301407,ur001,"2018-01-27 11:42:44",0.34081
1297921,"Alexander Sigachev","2018-01-27 11:47:18",0.34081
1301407,ur001,"2018-01-27 11:50:36",0.35387
1297921,"Alexander Sigachev","2018-01-27 11:52:27",0.35387
1301407,ur001,"2018-01-27 11:52:52",0.36137
1301407,ur001,"2018-01-27 11:54:06",0.37602
1297921,"Alexander Sigachev","2018-01-27 11:56:57",0.37602
1302464,Skazimax,"2018-01-27 11:57:32",0.06685
1302464,Skazimax,"2018-01-27 12:18:44",0.06698
1302464,Skazimax,"2018-01-27 12:33:11",0.07277
1302693,"Olivier CHOTIN","2018-01-28 14:46:47",0.38269
1300912,Nad13,"2018-01-29 11:48:39",0.28906
1303326,"Holger Schuler","2018-01-29 17:40:30",0.12530
1302693,"Olivier CHOTIN","2018-01-30 10:23:14",0.40012
1309658,"Jonathan Fisher","2018-01-30 10:36:23",0.00021
1302693,"Olivier CHOTIN","2018-01-30 10:39:55",0.40263
1309658,"Jonathan Fisher","2018-01-30 10:47:31",0.19124
1309658,"Jonathan Fisher","2018-01-30 11:28:41",0.26695
1302693,"Olivier CHOTIN","2018-01-31 09:34:40",0.40366
1315874,Obel,"2018-01-31 14:06:35",0.32786
1257480,Ijat,"2018-02-02 04:12:42",0.27818
1274700,giim,"2018-02-02 19:55:03",0.00040
1274700,giim,"2018-02-02 20:05:11",0.16226
1274700,giim,"2018-02-02 23:09:50",0.32461
1259547,"Shaolin Liu","2018-02-03 14:28:19",0.13465
1315110,rompear,"2018-02-03 16:30:59",0.12596
1315110,rompear,"2018-02-03 17:51:23",0.12722
1298983,"James Voltage","2018-02-04 04:07:20",0.07522
1298983,"James Voltage","2018-02-04 04:56:54",0.21225
1298983,"James Voltage","2018-02-04 09:00:26",0.27100
1315110,rompear,"2018-02-04 11:24:50",0.28503
1315110,rompear,"2018-02-04 12:34:00",0.31726
1302693,"Olivier CHOTIN","2018-02-04 19:02:09",0.46651
1326601,"Florian Peter","2018-02-05 00:06:10",0.29576
1298983,"James Voltage","2018-02-05 05:15:55",0.36523
1298983,"James Voltage","2018-02-05 05:19:01",0.39137
1298983,"James Voltage","2018-02-05 05:22:04",0.41654
1298983,"James Voltage","2018-02-05 05:26:45",0.45233
1302693,"Olivier CHOTIN","2018-02-05 08:43:30",0.46912
1298983,"James Voltage","2018-02-06 00:01:57",0.46999
1298983,"James Voltage","2018-02-06 04:52:22",0.47047
1257983,brightness,"2018-02-06 06:05:35",0.30769
1261073,JosephYu,"2018-02-06 07:11:13",0.25882
1261073,JosephYu,"2018-02-06 11:12:58",0.29204
1257480,Ijat,"2018-02-07 02:15:53",0.35796
1298983,"James Voltage","2018-02-07 06:53:07",0.47069
1340675,DZiffel,"2018-02-07 19:39:26",0.03956
1340675,DZiffel,"2018-02-07 19:44:43",0.34339
1300912,Nad13,"2018-02-09 14:27:51",0.33911
1355949,mlennox562,"2018-02-09 15:07:36",0.38369
1336034,"Hector Plata","2018-02-12 02:46:27",0.16255
1261194,"Jochen Sautter","2018-02-13 15:57:11",0.03329
1261194,"Jochen Sautter","2018-02-13 16:21:15",0.34293
1313586,"Michael Chmutov","2018-02-13 17:24:39",0.32495
1313586,"Michael Chmutov","2018-02-13 17:36:28",0.32786
1374403,setuc,"2018-02-14 04:15:44",0.32786
1261194,"Jochen Sautter","2018-02-14 12:17:10",0.35847
1375000,"Val An","2018-02-14 13:55:26",0.06502
1375000,"Val An","2018-02-14 13:56:51",0.09743
1375000,"Val An","2018-02-14 14:18:36",0.18362
1375000,"Val An","2018-02-14 14:34:24",0.18462
1336034,"Hector Plata","2018-02-15 00:40:04",0.32786
1375149,Rashid,"2018-02-15 12:14:27",0.38130
1380311,"Muneeb ul Hassan","2018-02-15 14:53:49",0.38369
1282785,IvanKwok,"2018-02-15 16:38:34",0.31889
1282785,IvanKwok,"2018-02-16 14:48:18",0.32453
1274700,giim,"2018-02-16 23:55:41",0.32765
1300795,Sudheer,"2018-02-18 01:17:31",0.32786
1383192,"Никита Ермоленко","2018-02-18 06:53:52",0.38061
1386492,kht,"2018-02-18 12:02:06",0.28747
1274700,giim,"2018-02-18 23:06:34",0.32771
1261073,JosephYu,"2018-02-19 07:55:30",0.29681
1274700,giim,"2018-02-19 14:11:21",0.32825
1274700,giim,"2018-02-19 19:06:12",0.32875
1339426,Nemonameless,"2018-02-20 03:05:07",0.32786
1383192,"Никита Ермоленко","2018-02-20 11:50:09",0.38347
1395349,shejz,"2018-02-20 22:23:01",0.32875
1301402,"Craig Fleming","2018-02-21 04:59:52",0.28433
1310419,Tea7010,"2018-02-21 08:40:50",0.32786
1370545,EdBartrum,"2018-02-22 15:17:21",0.18266
1370545,EdBartrum,"2018-02-22 18:01:14",0.18425
1404433,"dex lab","2018-02-23 02:14:35",0.29636
1404433,"dex lab","2018-02-23 02:20:10",0.30944
1404433,"dex lab","2018-02-23 02:29:28",0.34520
1404421,DexterFichuk,"2018-02-23 03:35:46",0.30665
1404421,DexterFichuk,"2018-02-23 03:40:09",0.32190
1404421,DexterFichuk,"2018-02-23 03:42:41",0.35706
1404421,DexterFichuk,"2018-02-23 03:44:37",0.39844
1404421,DexterFichuk,"2018-02-23 03:48:30",0.41593
1407112,henriquem87,"2018-02-23 17:59:38",0.32786
1370545,EdBartrum,"2018-02-23 23:34:02",0.22598
1333968,JJZHK,"2018-02-24 01:51:10",0.33188
1370545,EdBartrum,"2018-02-24 10:36:29",0.35393
1370545,EdBartrum,"2018-02-24 18:15:43",0.43973
1411740,"Arunkumar Ramanan","2018-02-25 07:17:57",0.32760
1290005,aixili2014,"2018-02-25 08:38:14",0.40071
1290005,aixili2014,"2018-02-25 14:42:46",0.41264
1290005,aixili2014,"2018-02-26 02:46:41",0.42063
1290005,aixili2014,"2018-02-26 02:47:46",0.42078
1290005,aixili2014,"2018-02-26 02:48:37",0.42079
1370545,EdBartrum,"2018-02-26 12:01:34",0.44019
1370545,EdBartrum,"2018-02-26 12:06:18",0.44047
1383192,"Никита Ермоленко","2018-02-26 12:56:24",0.38886
1290005,aixili2014,"2018-02-26 13:00:09",0.45750
1419049,yangbo,"2018-02-27 07:48:59",0.32786
1274700,giim,"2018-02-27 14:36:43",0.32895
1355586,AoLi,"2018-03-01 07:05:12",0.37870
1317009,"Mathew Cherukara","2018-03-02 00:44:27",0.06683
1317009,"Mathew Cherukara","2018-03-02 02:43:27",0.32786
1421225,"lisa needs braces","2018-03-03 01:37:12",0.39149
1351361,TeraThorin,"2018-03-03 17:20:35",0.32742
1317009,"Mathew Cherukara","2018-03-04 02:13:09",0.33786
1423399,"sabari nathan","2018-03-05 09:13:57",0.32771
1371433,dingy11,"2018-03-06 06:56:42",0.21713
1444929,quandai,"2018-03-06 13:22:29",0.25092
1387758,"Alessandro Venica","2018-03-06 13:27:49",0.02472
1317009,"Mathew Cherukara","2018-03-06 18:48:55",0.34082
1259547,"Shaolin Liu","2018-03-08 00:25:47",0.17085
1421225,"lisa needs braces","2018-03-08 07:43:18",0.39306
1317009,"Mathew Cherukara","2018-03-08 19:06:58",0.34315
1430811,ken333135,"2018-03-09 03:24:53",0.16036
1371433,dingy11,"2018-03-09 08:08:28",0.25334
1371433,dingy11,"2018-03-09 08:10:13",0.26985
1430811,ken333135,"2018-03-09 08:17:18",0.27628
1436783,nathan,"2018-03-09 08:32:24",0.36958
1371433,dingy11,"2018-03-09 08:32:56",0.29529
1375339,"Mirko Seithe","2018-03-09 08:53:45",0.32519
1430811,ken333135,"2018-03-09 09:42:26",0.31511
1461045,"Igor Zharikov","2018-03-09 21:22:10",0.32786
1462509,"Amit Kumar Jaiswal","2018-03-10 09:14:20",0.32760
1387758,"Alessandro Venica","2018-03-10 09:18:57",0.32453
1452017,seedd,"2018-03-10 14:43:34",0.32786
1371433,dingy11,"2018-03-10 14:55:42",0.29534
1465004,"Mikhail Naumov","2018-03-11 16:51:40",0.32755
1465004,"Mikhail Naumov","2018-03-12 01:56:18",0.32844
1452763,chenWong,"2018-03-12 02:54:49",0.16710
1452763,chenWong,"2018-03-12 03:01:43",0.18140
1411394,"Zhiwei Xu","2018-03-12 03:51:01",0.06500
1411394,"Zhiwei Xu","2018-03-12 13:01:04",0.35241
1471568,ATS,"2018-03-12 20:46:32",0.33013
1471481,TetyanaYatsenko,"2018-03-12 23:06:45",0.32800
1470310,wangjianchao,"2018-03-13 00:53:24",0.32786
1411394,"Zhiwei Xu","2018-03-13 08:28:44",0.38730
1474403,仇梓峰,"2018-03-13 12:04:53",0.32760
1421225,"lisa needs braces","2018-03-13 19:18:20",0.39433
1472390,AxYYL,"2018-03-13 19:35:33",0.23741
1472390,AxYYL,"2018-03-13 23:23:19",0.26361
1472390,AxYYL,"2018-03-14 00:09:46",0.30403
1472390,AxYYL,"2018-03-14 01:32:33",0.35358
1472390,AxYYL,"2018-03-14 03:24:37",0.39000
1411394,"Zhiwei Xu","2018-03-14 06:46:42",0.39851
1452763,chenWong,"2018-03-14 07:01:52",0.20094
1452763,chenWong,"2018-03-14 07:09:14",0.23303
1411394,"Zhiwei Xu","2018-03-14 13:55:28",0.40360
1479872,"Jasper van der Stoop","2018-03-15 02:53:35",0.32774
1479872,"Jasper van der Stoop","2018-03-15 03:47:00",0.32842
1421225,"lisa needs braces","2018-03-15 23:26:27",0.39811
1466986,CommonGibbon,"2018-03-16 02:59:00",0.00028
1452763,chenWong,"2018-03-16 13:22:34",0.25802
1421225,"lisa needs braces","2018-03-16 22:05:02",0.40011
1421225,"lisa needs braces","2018-03-16 23:33:08",0.40216
1401386,parkat,"2018-03-17 06:46:09",0.00050
1461613,noboru_sugiyama,"2018-03-17 06:56:02",0.33014
1381213,"DS Enthusiast","2018-03-17 07:51:26",0.47220
1381213,"DS Enthusiast","2018-03-17 09:05:18",0.48211
1421225,"lisa needs braces","2018-03-17 11:35:53",0.49569
1351361,TeraThorin,"2018-03-18 06:20:47",0.32747
1474755,BlingBling,"2018-03-18 07:20:58",0.32463
1465108,Legend94rz,"2018-03-18 07:57:48",0.16081
1490838,huiqin,"2018-03-18 14:40:28",0.00021
1310419,Tea7010,"2018-03-19 00:17:39",0.33224
1490838,huiqin,"2018-03-19 01:38:18",0.35858
1490838,huiqin,"2018-03-19 02:14:43",0.41267
1422828,Valenteam,"2018-03-19 09:56:32",0.32578
1401386,parkat,"2018-03-19 11:33:28",0.32786
1368959,jching,"2018-03-19 16:12:12",0.18966
1463113,"Martin Piotte","2018-03-19 22:40:02",0.32453
1463113,"Martin Piotte","2018-03-19 23:33:43",0.41553
1490838,huiqin,"2018-03-20 01:26:56",0.41609
1381213,"DS Enthusiast","2018-03-20 07:09:33",0.49548
1495484,Prav,"2018-03-21 01:00:10",0.06874
1408650,"Marc N","2018-03-21 01:02:58",0.32625
1463113,"Martin Piotte","2018-03-21 02:14:30",0.41912
1502781,Math380TadrosChen,"2018-03-21 15:50:14",0.32786
1286302,"Kyryl Truskovskyi","2018-03-21 16:15:29",0.32786
1458527,"Hong Yi","2018-03-22 02:18:19",0.08160
1482570,"Karim Hasebou","2018-03-22 08:08:46",0.00038
1430811,ken333135,"2018-03-22 09:06:35",0.32895
1368959,jching,"2018-03-22 11:23:56",0.32858
1494286,pi-null-mezon,"2018-03-22 12:37:30",0.23390
1494286,pi-null-mezon,"2018-03-22 12:57:10",0.29077
1315110,rompear,"2018-03-22 13:46:44",0.32786
1506265,YousefNassar,"2018-03-22 15:13:03",0.07479
1441613,MRK108,"2018-03-22 21:10:11",0.06944
1441613,MRK108,"2018-03-22 21:11:29",0.32786
1417670,"Josh Black","2018-03-22 21:45:03",0.32786
1463113,"Martin Piotte","2018-03-23 02:22:42",0.42052
1274700,giim,"2018-03-23 12:53:35",0.32923
1483912,"Casey Richardson","2018-03-23 14:44:59",0.00024
1494286,pi-null-mezon,"2018-03-23 15:11:04",0.52769
1483912,"Casey Richardson","2018-03-23 22:02:19",0.00026
1483912,"Casey Richardson","2018-03-24 00:57:53",0.00098
1372343,Beena,"2018-03-24 08:21:50",0.32712
1463113,"Martin Piotte","2018-03-24 12:11:30",0.43468
1510504,sandeeprm,"2018-03-24 12:38:59",0.00013
1504139,"Mak Hon Keat","2018-03-24 15:22:35",0.00045
1494286,pi-null-mezon,"2018-03-24 15:24:06",0.55130
1502751,BenHarris,"2018-03-24 22:15:33",0.32504
1510504,sandeeprm,"2018-03-25 05:15:50",0.17141
1437095,zhibin.meng,"2018-03-25 10:56:12",0.11018
1482570,"Karim Hasebou","2018-03-25 14:21:36",0.16953
1509985,Mahesh,"2018-03-25 15:18:59",0.32747
1479684,MichaelP,"2018-03-25 17:52:40",0.32715
1504139,"Mak Hon Keat","2018-03-25 20:50:29",0.37840
1504139,"Mak Hon Keat","2018-03-25 22:04:39",0.40497
1437095,zhibin.meng,"2018-03-26 01:29:00",0.16521
1458527,"Hong Yi","2018-03-26 01:52:22",0.30328
1494286,pi-null-mezon,"2018-03-26 18:21:51",0.55579
1494286,pi-null-mezon,"2018-03-26 18:35:28",0.58729
1494286,pi-null-mezon,"2018-03-26 18:46:18",0.58833
1514946,"Sen Chen","2018-03-26 22:40:49",0.00004
1310419,Tea7010,"2018-03-27 00:11:50",0.38807
1437095,zhibin.meng,"2018-03-27 01:35:33",0.18987
1514946,"Sen Chen","2018-03-27 02:53:19",0.00026
1514946,"Sen Chen","2018-03-27 04:06:07",0.00144
1430811,ken333135,"2018-03-27 07:23:11",0.35143
1362728,sealoving,"2018-03-27 10:18:19",0.40312
1362728,sealoving,"2018-03-27 11:04:27",0.41787
1362728,sealoving,"2018-03-27 17:48:30",0.41812
1317009,"Mathew Cherukara","2018-03-27 21:51:29",0.34513
1362728,sealoving,"2018-03-27 23:59:14",0.42756
1351361,TeraThorin,"2018-03-28 01:38:39",0.32754
1474755,BlingBling,"2018-03-28 02:22:28",0.39989
1351361,TeraThorin,"2018-03-28 02:34:53",0.32787
1474755,BlingBling,"2018-03-28 03:42:08",0.42654
1362728,sealoving,"2018-03-28 04:58:23",0.43508
1527919,"Abdullah Karimi","2018-03-28 13:56:01",0.38369
1502751,BenHarris,"2018-03-28 15:26:06",0.32934
1514946,"Sen Chen","2018-03-28 18:01:21",0.32496
1351361,TeraThorin,"2018-03-28 20:44:07",0.32806
1362728,sealoving,"2018-03-29 00:13:05",0.43575
1528049,"Anna Novikova","2018-03-29 07:05:29",0.32786
1514946,"Sen Chen","2018-03-29 08:46:16",0.32506
1262808,dmitrykonovalov,"2018-03-29 08:53:09",0.12796
1524062,"ryota suzuki","2018-03-29 12:45:56",0.32765
1274700,giim,"2018-03-29 15:01:43",0.32940
1479684,MichaelP,"2018-03-29 18:18:11",0.33438
1262808,dmitrykonovalov,"2018-03-29 23:16:30",0.38414
1479872,"Jasper van der Stoop","2018-03-30 03:34:21",0.32898
1530571,Go4Whale,"2018-03-30 03:57:15",0.32786
1488899,andy.Wang,"2018-03-30 05:08:43",0.32786
1294543,"Anton Enns","2018-03-30 13:59:19",0.00000
1294543,"Anton Enns","2018-03-30 14:09:19",0.32519
1294543,"Anton Enns","2018-03-30 16:00:29",0.32790
1514946,"Sen Chen","2018-03-30 19:43:50",0.32545
1463113,"Martin Piotte","2018-03-30 23:37:38",0.45310
1521443,"Anezka Kolaceke","2018-03-31 05:42:54",0.32453
1528049,"Anna Novikova","2018-03-31 07:04:49",0.34375
1530571,Go4Whale,"2018-03-31 10:10:19",0.37424
1294543,"Anton Enns","2018-03-31 14:44:08",0.38369
1521443,"Anezka Kolaceke","2018-03-31 22:38:52",0.33411
1434467,Dimitri,"2018-04-01 16:32:11",0.28991
1539336,poojajaiswal,"2018-04-01 20:08:59",0.32453
1500607,gujiuxiang,"2018-04-02 09:47:45",0.44050
1527514,NastyaS,"2018-04-02 11:31:42",0.32475
1527514,NastyaS,"2018-04-02 12:57:24",0.32525
1530571,Go4Whale,"2018-04-02 14:16:42",0.40331
